120	110	0.00735813002295335
110	58	0.09946363144032982
110	82	0.014264497764670162
82	31	0.0805450227766266
82	32	0.06481163940337341
120	117	0.007536245066543891
117	106	0.01207864589353791
106	74	0.03857651338681224
74	17	0.03525367973428194
74	18	0.031368123765718056
106	105	0.0023891662894377497
105	41	0.06484544838759111
105	100	0.007496408949908898
100	45	0.07042584709123417
100	95	0.007636064078765811
95	15	0.07263424979057695
95	48	0.10367799784942305
117	116	0.0033672122272833324
116	12	0.09776246185165191
116	115	0.005365203815191941
115	104	0.01204737187979531
104	99	0.012072531384359196
99	63	0.1885807434540399
63	3	0.13224868891284494
63	62	0.021519817147155035
62	1	0.11558728927389825
62	2	0.12465497182610175
99	91	0.013850279424944462
91	75	0.02574501773518812
75	5	0.0891093137399185
75	73	0.005103337675081518
73	27	0.06864677966447912
73	40	0.09420651777552087
91	80	0.00423269087856188
80	77	0.0065680343794264325
77	67	0.030284310760685412
67	10	0.0614095757958796
67	57	0.0543373959441204
77	72	0.01774731776806459
72	50	0.08249057530091201
72	65	0.025517500069087984
65	9	0.08126592241792405
65	59	0.07620379494207596
80	78	0.004619717978698565
78	13	0.08027246548978201
78	51	0.08258083195021798
104	103	0.003887751240147041
103	97	0.010689063548152068
97	56	0.07812361034739593
97	96	0.003750903341886297
96	92	0.010072631014521886
92	11	0.07220607132070042
92	90	0.005729662191799573
90	4	0.07086037221025077
90	89	0.0013553074666242393
89	85	0.004848803677722183
85	7	0.0772832314556076
85	8	0.0727840632943924
89	88	0.0041518692685278275
88	52	0.060540104102372164
88	64	0.04544912873762784
64	16	0.04764645462916668
64	33	0.03378019409083331
96	94	0.005613486288944907
94	86	0.014705684769719344
86	20	0.0846057248617053
86	54	0.0506567246682947
94	87	0.013284725726218177
87	21	0.051519373837103616
87	71	0.025448997630396375
71	28	0.038037937415831204
71	69	0.0109189939416688
69	23	0.021978368621959114
69	68	0.0005653729680408885
68	25	0.022691345643089635
68	29	0.02037729500691036
103	98	0.011648324994484646
98	39	0.12042886003094513
98	93	0.014160641989054867
93	26	0.08221338144003909
93	49	0.07592928342996091
115	114	0.003872104266417136
114	102	0.011707595622527035
102	83	0.010787134834403776
83	22	0.0893299080877385
83	70	0.03129593309476153
70	35	0.04867488718090687
70	66	0.013572757499093119
66	30	0.034372323504681786
66	60	0.026192952405318215
102	101	0.003386822101221206
101	24	0.08674605563279589
101	84	0.016551387167204112
84	55	0.04315702184131334
84	81	0.006977567658686665
81	14	0.060210401241835944
81	44	0.04678825285816406
114	111	0.0038911173648167284
111	36	0.10418571379740528
111	79	0.02485197126509471
79	37	0.04596321620665923
79	76	0.011237322148340764
76	34	0.041981643486847256
76	46	0.038772057723152745
120	119	0.0009590806103279108
119	109	0.009648611855022733
109	38	0.05966478145096597
109	47	0.06483050791903402
119	118	0.0037682791249772692
118	108	0.013825770395973916
108	43	0.07019516893178637
108	107	0.0028196359132136306
107	53	0.09547367693591936
107	61	0.057285407854080636
118	113	0.011493879674026082
113	6	0.06892828344377318
113	112	0.0024041526212268266
112	19	0.09131794024529946
112	42	0.09576146756470053
